photo_id,angry,disgust,fear,happy,sad,surprise,neutral,dominant_emotion
76,88.07720471,0.058802832,4.555029694,0.00377069,1.140507751,5.543762403,0.620924439,angry
77,55.7254076,0.060904707,19.88295913,0.004998643,23.41926694,0.050168624,0.856290758,angry
78,75.69478444,0.004070511,10.2928723,0.017457907,6.588080485,3.254089489,4.148634029,angry
79,18.69609654,0.257580774,8.905830979,0.00400319,70.63723207,0.683058007,0.816203468,sad
80,29.51347706,0.00036979,9.219311727,0.003420605,10.22038893,50.49030486,0.552729969,surprise
81,12.08262444,0.081670634,42.5285995,0.010073658,8.303138614,30.42690754,6.566987187,fear
82,60.85747351,0.146154483,28.38601728,0.001744377,3.200910231,7.351530957,0.056162324,angry
83,0.125304199,1.42E-10,0.084415499,0.000105408,0.000124385,99.79004862,1.35E-08,surprise
84,30.87506522,0.431976416,39.73320845,0.003187332,26.83517017,1.041588994,1.079795288,fear
85,3.98218073,7.50E-06,21.65834457,0.000379145,73.88211489,0.441492442,0.035487331,sad
86,8.540292084,0.000382955,4.785377532,0.027269521,0.67746276,85.85852385,0.110689725,surprise
87,3.965773806,0.000857126,75.83842278,0.206742715,6.833856553,12.96670288,0.187640591,fear
88,81.9426217,1.060874421,14.09754325,0.124765028,1.945568294,0.734581374,0.094048876,angry
89,7.265651226,0.001185799,88.3643806,0.002652676,1.695884205,2.61075478,0.059494638,fear
90,35.20149202,1.151911517,38.01765072,1.219055129,4.944938716,16.36371114,3.101238607,fear
91,0.186673354,2.13E-08,40.05947113,0.000479613,0.008647409,59.74470377,2.18E-05,surprise
92,1.736692898,8.29E-06,9.375465661,0.002185326,0.255606114,88.4346664,0.195376505,surprise
93,66.00566304,1.343182368,17.91609185,0.048066711,11.9162507,0.472952267,2.297793466,angry
94,6.405233573,0.00015154,1.241157056,0.005376414,91.34623511,0.000458505,1.001386691,sad
95,52.23190215,5.47597101,24.71537438,0.9632827,6.940652512,3.06613426,6.606689138,angry
96,0,0,0,0,0,0,0,not found
97,0,0,0,0,0,0,0,not found
98,0.377681409,1.81E-07,97.16757536,0.005169944,0.070857321,2.378719859,2.80E-07,fear
99,2.74E-09,7.07E-22,0.23244963,3.57E-05,0.000600791,1.61E-06,99.76691006,neutral
100,7.688960891,1.02E-05,75.17511101,0.000318419,17.05962074,0.075983488,1.92E-06,fear
101,10.7955276,1.15E-05,44.32751205,0.157242674,7.965735821,36.66243474,0.09153707,fear
102,0,0,0,0,0,0,0,not found
103,0.430786749,0.000915508,2.019499242,0.003116332,97.50233889,0.013224146,0.030116035,sad
104,4.562290959,0.241048279,6.453356868,0.01405114,87.90288116,0.001953618,0.824411395,sad
105,73.80476906,0.071145958,18.28208944,0.037321694,4.84058762,1.165056742,1.799024055,angry
106,11.24856174,0.004274872,8.674351126,0.415532803,76.12946033,1.402684767,2.125139162,sad
107,7.204813396,0.057566351,11.77573958,0.2119272,77.63298421,0.093410537,3.023553093,sad
108,0,0,0,0,0,0,0,not found
109,1.284683961,0.002560518,1.586441137,50.66481233,1.524938922,4.879857972,40.05670846,happy
110,1.003578458,0.001576281,98.71049516,0.182037753,0.07852594,0.023769395,1.96E-05,fear
111,20.72044883,0.000501373,11.60257155,1.539549696,65.68949018,0.403832575,0.043605911,sad
112,27.95068192,0.02555301,38.00587285,0.081617396,1.379028417,32.55075708,0.006488611,fear
113,9.48830843,0.292091304,16.11333042,0.006240504,71.68673277,0.101326522,2.311969362,sad
114,53.77507165,6.943652696,22.82708909,0.006680981,10.08220567,4.442963965,1.922329286,angry
115,4.334065691,0.002237061,3.210299835,0.000319554,92.44248271,0.009006247,0.001591054,sad
116,39.36661057,0.666690278,13.22478065,0.044318867,44.64000102,0.150926255,1.906676073,sad
117,60.23851037,0.024633404,11.49418727,0.00828405,0.434444379,27.79851556,0.001424005,angry
118,40.63111842,0.10443799,28.0631572,0.001163366,31.19263947,0.005899508,0.001585143,angry
119,13.43619606,0.000133231,68.91588979,0.003447919,17.60644869,0.033366266,0.004520437,fear
120,3.688447177,0.005049162,23.08884263,0.099073979,0.106769672,72.96021581,0.051605114,surprise
121,51.10547847,0.020061356,38.66739206,0.069554463,6.828210165,3.05799916,0.2513074,angry
122,12.13300452,0.023848351,4.482597858,0.008632841,62.21146584,0.006499479,21.13395929,sad
123,46.06784331,0.031490422,31.8358145,0.019644047,4.076206198,2.362917268,15.60607516,angry
124,0.738783038,1.54E-06,99.17370076,0.001085791,0.059788398,0.026644206,5.74E-07,fear
125,13.42090964,0.000277341,6.553996354,0.029023146,42.45482087,0.639954628,36.90101802,sad
126,0,0,0,0,0,0,0,not found
127,6.855749002,38.06992698,49.4190931,0.183591339,1.725830613,3.69085021,0.054961283,fear
128,51.76618408,0.028935027,5.770466076,0.001522604,39.37340911,0.023909472,3.035579058,angry
129,19.4656536,0.001684719,2.631889284,0.474523194,76.77755356,0.023493703,0.625201501,sad
130,1.486299196,5.52E-05,1.443247232,7.41E-06,96.32620259,0.001899936,0.742285098,sad
131,36.64138178,0.769241947,24.99601245,0.006481,37.15338562,0.081127581,0.352364364,sad
132,39.82193591,0.000100296,20.35447265,1.38E-05,36.85604789,0.039140427,2.928281785,angry
133,0,0,0,0,0,0,0,not found
134,0,0,0,0,0,0,0,not found
135,7.561949484,0.003166448,20.49586529,0.251279532,47.06291591,0.903657437,23.72116015,sad
136,5.249524608,0.020541523,4.338715453,0.074838949,85.90268065,0.056999822,4.3566978,sad
137,0,0,0,0,0,0,0,not found
138,5.167701711,0.287730421,7.247971117,0.178602219,68.06024528,0.067413251,18.99034011,sad
139,1.480988413,4.68E-05,26.35006011,0.248326315,1.144677214,70.7405746,0.035327789,surprise
140,9.489673017,0.039744789,16.93045401,0.079298733,73.27726165,0.13853851,0.045029443,sad
141,0,0,0,0,0,0,0,not found
142,21.07680636,0.00058252,61.0626744,0.053796783,17.27590057,0.504423711,0.02580735,fear
143,90.77916741,0.01127696,3.588666394,0.004047293,5.516298115,0.094728562,0.005818438,angry
144,0.846914252,2.77E-05,3.210867015,0.000274649,95.61468933,0.0008337,0.326395892,sad
145,26.93295754,0.000765845,36.31619974,0.010902608,11.30925729,25.11382698,0.316081368,fear
146,14.3369564,0.001819032,60.87857252,0.014591813,16.71210925,8.028449597,0.027509029,fear
147,22.53298745,1.534077337,18.46306434,0.073071515,51.9266994,0.131286491,5.338820016,sad
148,22.47412354,0.000221077,15.9420833,0.057979731,30.98383546,29.49825823,1.043497585,sad
149,0,0,0,0,0,0,0,not found
150,0,0,0,0,0,0,0,not found
151,3.152702004,0.069746812,1.834083907,0.602580281,35.30463874,0.016363373,59.01988149,neutral
152,0.724604955,0.000193126,35.30569585,0.342342138,0.119207213,63.47037932,0.037581668,surprise
153,0.757686979,7.95E-05,2.237697824,0.067976878,0.017189876,96.90197688,0.017395059,surprise
154,0,0,0,0,0,0,0,not found
155,0.439421693,2.41E-06,0.673463847,0.025647806,0.001846082,98.85961413,5.49E-06,surprise
156,5.651269445,0.004804373,7.960367677,0.237338632,1.227450537,80.35628082,4.562490705,surprise
157,52.66543063,0.024148189,4.780489031,0.051394728,41.62248869,0.245770306,0.610278899,angry
158,0,0,0,0,0,0,0,not found
159,0,0,0,0,0,0,0,not found
160,0,0,0,0,0,0,0,not found
161,0,0,0,0,0,0,0,not found
162,0,0,0,0,0,0,0,not found
163,2.719380334,0.041631184,13.59543204,1.537093613,45.62577903,0.067376113,36.413306,sad
164,0,0,0,0,0,0,0,not found
165,0,0,0,0,0,0,0,not found
166,1.34125473,0.000904453,9.245721996,0.00064162,87.89023757,0.000128948,1.521116029,sad
167,12.05275357,0.073195138,19.70028877,0.913254824,34.15357172,0.928662997,32.17826784,sad
168,0.103149016,3.27E-05,10.35574228,89.20808434,0.178175035,0.104391179,0.050425186,happy
169,7.865068316,0.065492641,10.19762829,0.047258672,78.91186476,0.00229651,2.910390496,sad
170,13.50215214,0.075683961,12.58604675,1.129249535,50.938177,0.647432699,21.12125205,sad
171,7.048819214,0.000114835,10.25186852,1.261864975,9.032756835,42.18598902,30.21859527,surprise
172,0.679768197,6.15E-06,35.037013,0.696481061,0.25823346,63.30833812,0.020167159,surprise
173,69.95593668,0.101263704,23.7757416,0.051942136,5.210351323,0.889056629,0.015708878,angry
174,6.526029499,0.017195942,9.118636496,1.223441845,21.18667043,0.269026884,61.65900002,neutral
175,25.70232451,0.00523564,61.8755877,0.627333345,1.159753837,0.472958339,10.15680879,fear
176,0,0,0,0,0,0,0,not found
177,61.41651273,0.007488754,19.73387599,0.002715402,10.30396819,0.962504465,7.572934031,angry
178,8.194280159,6.32E-06,29.33458861,0.005471267,36.76336925,25.06078929,0.641496937,sad
179,0.774227735,1.27E-07,19.00469661,0.008430818,0.192747265,80.01924753,0.000654023,surprise
180,8.37235798,0.002086573,88.5730757,0.046758063,2.759406014,0.010498289,0.235808636,fear
181,11.03869247,0.024820329,76.39249845,0.111645912,10.62550344,1.021088911,0.785745121,fear
182,3.732038584,7.94E-05,92.19762543,0.276971774,0.853668213,0.499990206,2.43963233,fear
183,0.453728903,1.11E-07,95.24612427,0.163364061,0.233115675,1.363628637,2.540044114,fear
184,6.279675666,0.001662718,32.49410182,33.94728112,3.882191793,0.310017648,23.0850739,happy
185,9.411429614,0.012613712,3.61627005,0.146306213,19.01304126,0.091133418,67.70920753,neutral
186,1.804590598,4.46E-05,77.85187364,0.015240257,20.07556707,0.243979366,0.008701401,fear
187,22.02296406,0.008263797,59.17935371,0.20623873,17.54840612,0.644551357,0.390218478,fear
188,0.363253428,7.93E-06,2.876099557,0.122603525,0.010015864,96.61161283,0.016406657,surprise
189,12.35054955,0.000517858,76.33705735,0.628220756,1.969425008,8.660782129,0.053450017,fear
190,1.204806846,0.000730763,93.25692654,0.002040925,5.453686789,0.078349729,0.003461059,fear
191,2.729359455,0.125478825,17.98647046,3.809948638,9.760444611,1.054897811,64.53340054,neutral
192,26.95730489,0.007094436,8.238967254,0.052084917,0.907012409,63.82256531,0.014970358,surprise
193,0.484280474,0.000636818,62.67085671,0.271347584,36.30633652,0.045940457,0.220594136,fear
194,0,0,0,0,0,0,0,not found
195,2.300789021,0.014581811,79.00979519,0.180753379,17.44508445,0.038538792,1.010454725,fear
196,0,0,0,0,0,0,0,not found
197,0.129100304,2.82E-08,1.418353981,0.03064568,0.000458405,98.42141261,3.14E-05,surprise
198,0,0,0,0,0,0,0,not found
199,0,0,0,0,0,0,0,not found
200,42.85451089,0.161778678,45.38128023,4.595807743,0.786540285,0.235238583,5.984843863,fear
201,0,0,0,0,0,0,0,not found
202,0,0,0,0,0,0,0,not found
203,0.921264663,0.000574782,1.822642609,8.909669518,6.187546253,0.223810319,81.93448782,neutral
204,7.42995888,0.003767493,87.88987994,0.384123926,3.80205512,0.481386017,0.00883172,fear
205,15.32549709,0.03674436,77.08459496,0.463092979,6.605736911,0.337606715,0.146725983,fear
206,0,0,0,0,0,0,0,not found
207,0,0,0,0,0,0,0,not found
208,7.622474432,0.000357316,62.66806722,0.105730374,10.27346104,18.62491816,0.704990514,fear
209,0.45974291,5.34E-08,19.03745454,0.00025118,0.207393568,80.29452797,0.000626576,surprise
210,0.360470172,1.70E-05,97.45972753,0.04342162,0.118080841,2.018190175,8.77E-05,fear
211,16.28202692,0.004080472,26.47760826,0.663234326,40.86025546,0.36175104,15.35104994,sad
212,20.05165815,0.002273802,50.45815706,0.003308896,29.35061157,0.0205117,0.113482296,fear
213,0.112396351,0.000360135,6.947542727,75.75334311,14.54614252,0.006104996,2.634105459,happy
214,6.50E-05,9.55E-09,0.009861218,99.9414444,0.002178503,0.006342428,0.040115128,happy
215,0,0,0,0,0,0,0,not found
216,2.262745881,3.37E-05,91.80841944,0.000753315,5.923534146,0.003862085,0.000654417,fear
217,24.37853515,0.006205893,32.60102868,0.055217836,1.363064442,37.04549372,4.550458118,surprise
218,34.74205434,0.006748357,22.53083736,0.007836321,1.592463255,40.72270989,0.39735348,surprise
219,51.48257596,1.76E-05,13.50243974,0.001554861,12.7720311,0.945003684,21.29637196,angry
220,19.97320205,0.02431152,24.99415427,0.029994591,0.622805022,54.34554815,0.009987794,surprise
221,2.132079192,0.254149386,61.84704304,0.010197864,35.35965383,0.008044917,0.388830574,fear
222,1.467818778,5.57E-08,93.75133589,0.000146097,1.274426595,3.5058185,0.000447236,fear
223,0.014212869,1.34E-08,25.12305975,0.000197039,0.002027739,74.86050129,2.15E-06,surprise
224,1.100864727,0.000383874,70.64803839,0.002080424,28.22045386,0.004332864,0.023849442,fear
225,6.617904454,0.000425967,0.387993059,0.019595935,67.52272844,0.000621097,25.45072734,sad
226,1.637688936,8.77E-05,7.037882926,0.000349851,0.021843899,91.29857965,0.003567579,surprise
227,47.55440354,0.016015812,11.56160906,0.084543007,0.985048153,39.77940083,0.018975213,angry
228,13.54545138,0.13035135,1.862978674,0.112100523,79.26706548,0.019953218,5.062099103,sad
229,27.19601665,0.002595185,5.842997555,0.609340772,56.79824271,1.737510578,7.813294791,sad
230,0.577354059,0.000138881,0.587999867,0.001259799,98.69078398,1.26E-05,0.142449734,sad
231,11.67334914,0.171920855,13.54984492,0.351244048,63.58076334,0.297139841,10.3757374,sad
232,30.80814962,0.032565922,54.23714246,0.486073113,10.00597239,3.415949474,1.014147852,fear
233,0.166682769,4.96E-06,99.33701154,0.001442307,0.00995202,0.484784815,0.000118366,fear
234,1.898915134,0.062802486,3.086766414,0.084199104,45.69215178,6.52E-05,49.17509854,neutral
235,0,0,0,0,0,0,0,not found
236,0,0,0,0,0,0,0,not found
237,0,0,0,0,0,0,0,not found
238,0,0,0,0,0,0,0,not found
239,0,0,0,0,0,0,0,not found
240,0,0,0,0,0,0,0,not found
241,0,0,0,0,0,0,0,not found
242,0,0,0,0,0,0,0,not found
243,0,0,0,0,0,0,0,not found
244,0,0,0,0,0,0,0,not found
245,0,0,0,0,0,0,0,not found
246,0,0,0,0,0,0,0,not found
247,0,0,0,0,0,0,0,not found
248,0,0,0,0,0,0,0,not found
249,0,0,0,0,0,0,0,not found
250,0,0,0,0,0,0,0,not found
251,0,0,0,0,0,0,0,not found
252,0,0,0,0,0,0,0,not found
253,0,0,0,0,0,0,0,not found
254,0,0,0,0,0,0,0,not found
255,0,0,0,0,0,0,0,not found
256,0,0,0,0,0,0,0,not found
257,0,0,0,0,0,0,0,not found
258,0,0,0,0,0,0,0,not found
259,0,0,0,0,0,0,0,not found
260,0,0,0,0,0,0,0,not found
261,0,0,0,0,0,0,0,not found
262,0,0,0,0,0,0,0,not found
263,0,0,0,0,0,0,0,not found
264,0,0,0,0,0,0,0,not found
265,0,0,0,0,0,0,0,not found
266,0,0,0,0,0,0,0,not found
267,0,0,0,0,0,0,0,not found
268,0,0,0,0,0,0,0,not found
269,0,0,0,0,0,0,0,not found
270,0,0,0,0,0,0,0,not found
271,0,0,0,0,0,0,0,not found
272,0,0,0,0,0,0,0,not found
273,0,0,0,0,0,0,0,not found
274,0,0,0,0,0,0,0,not found
275,0,0,0,0,0,0,0,not found
276,0,0,0,0,0,0,0,not found
277,0,0,0,0,0,0,0,not found
278,0,0,0,0,0,0,0,not found
279,0,0,0,0,0,0,0,not found
280,0,0,0,0,0,0,0,not found
281,0,0,0,0,0,0,0,not found
282,0,0,0,0,0,0,0,not found
283,0,0,0,0,0,0,0,not found
284,0,0,0,0,0,0,0,not found
285,0,0,0,0,0,0,0,not found
286,0,0,0,0,0,0,0,not found
287,0,0,0,0,0,0,0,not found
288,0,0,0,0,0,0,0,not found
289,0,0,0,0,0,0,0,not found
290,11.46410182,0.000274305,15.35298675,0.013976132,70.67881227,0.00551802,2.48433277,sad
291,21.76821381,0.004755125,55.9931159,0.05965642,6.91203773,14.97368515,0.288532022,fear
292,0.725523249,2.53E-05,96.61321084,0.000320882,1.81414929,0.840536405,0.006223586,fear
293,31.81502521,0.005198386,58.58861208,1.034416724,3.866748139,4.500048235,0.189947418,fear
294,2.562766336,3.00E-06,77.30234265,0.016139148,20.08432746,0.031201096,0.003222782,fear
295,0,0,0,0,0,0,0,not found
296,7.723083062,0.002044333,76.63270692,3.628399067,9.26794763,0.784755824,1.961072279,fear
297,20.51752508,0.036773575,33.08356404,1.281138882,40.56644738,0.480920915,4.033634812,sad
298,10.88338494,0.010113157,73.63846302,0.191586954,14.98456448,0.208755117,0.08313618,fear
299,26.63021405,0.236231815,36.4358558,0.054754678,32.51899272,0.789204241,3.334754358,fear
300,0,0,0,0,0,0,0,not found
301,34.33456719,0.066527969,33.57405066,0.224176864,12.0910801,6.373746693,13.33584934,angry
302,0,0,0,0,0,0,0,not found
303,42.08770787,0.073352995,32.66394941,0.015132888,1.530075543,23.50980806,0.119966941,angry
304,22.22631872,0.037541433,12.5734359,0.044100083,62.25734353,0.672500161,2.188759297,sad
305,5.589608182,0.001748898,0.228499128,0.013592731,59.75440624,0.010117379,34.40202959,sad
306,11.18729562,0.006387423,54.10054922,0.096896989,31.00799918,3.587817401,0.013050552,fear
307,0,0,0,0,0,0,0,not found
308,0,0,0,0,0,0,0,not found
309,0,0,0,0,0,0,0,not found
310,0,0,0,0,0,0,0,not found
311,12.90800278,0.028582456,60.65370567,0.34644212,17.74078521,1.324155712,6.998337149,fear
312,5.480541661,3.07E-05,12.24331409,0.045025113,0.025474635,82.20542073,0.000191047,surprise
313,0.740950927,6.50E-06,94.32476759,0.651357183,0.198710011,4.084014893,0.000190494,fear
314,4.800833762,8.25E-05,43.68302524,0.298084132,0.092836109,51.11998916,0.00514942,surprise
315,0.582208624,4.80E-05,0.03739199,27.91529,45.65571845,0.241602701,25.5677402,sad
316,49.49633479,0.159078022,12.37017214,0.094183435,15.80877751,0.237380457,21.83407247,angry
317,47.50968277,0.070053095,9.740707191,0.024961174,41.09509502,0.034991722,1.524496553,angry
318,4.319860786,0.00048443,37.27914691,0.006576971,57.33539462,1.030714065,0.027824132,sad
319,14.89303052,0.002249291,65.45520219,0.089087639,18.56870315,0.874860078,0.116871758,fear
320,0.218467391,0.000147349,4.527915269,1.68E-05,94.23316121,3.61E-05,1.020262763,sad
321,7.748577565,0.000384895,9.893998814,0.012738832,1.046779254,81.2965475,0.000971386,surprise
322,17.57728264,0.012076798,4.265153662,0.000723193,77.8691219,0.001515466,0.274130253,sad
323,27.73956954,0.230038376,49.21184182,0.042707837,20.62125951,0.974195637,1.180389989,fear
324,0,0,0,0,0,0,0,not found
325,4.455162585,0.08763689,77.03524232,0.245158956,9.674310684,3.443127126,5.059360713,fear
326,0.75950981,1.83E-05,72.24520875,2.831220982,0.645377386,23.50116065,0.017506071,fear
327,0.274185385,3.58E-08,3.609811829,0.001186749,0.033712307,96.08099507,0.000107214,surprise
328,46.89920843,0.002856457,42.87531674,0.000841047,4.892384633,5.328842625,0.000557828,angry
329,10.68984962,0.001858854,42.25783142,0.132092562,33.73741999,12.0550037,1.125939522,fear
330,6.870241463,0.004611355,5.862924457,0.478459941,85.4427278,0.819762144,0.521276286,sad
331,2.352454886,0.468889158,10.54742411,12.6620084,73.64203334,0.020938505,0.306252274,sad
332,6.732210517,0.014251246,19.06717569,0.026783877,67.00466871,0.04851851,7.10638985,sad
333,3.748750687,0.003246518,5.863982067,0.008945973,86.88963056,0.005085346,3.480354697,sad
334,0,0,0,0,0,0,0,not found
335,0,0,0,0,0,0,0,not found
336,7.91028738,0.015111489,24.54022467,1.231167465,2.971062437,48.1623888,15.16975611,surprise
337,22.31572701,0.000217319,35.77859317,0.05818171,3.315241087,38.30067148,0.23136599,surprise
338,18.13177913,0.001642148,1.68720521,0.020743863,79.312253,0.011558907,0.834818836,sad
339,36.1435771,0.237434427,13.67214322,0.110839738,47.67910838,0.159799762,1.997097209,sad
340,48.80218194,0.008393084,12.23255318,0.050152635,34.56210608,3.379055143,0.965565651,angry
341,2.920714754,3.44E-05,20.58191273,0.000132954,76.49711826,7.71E-05,1.40E-05,sad
342,11.51930329,5.66E-06,77.81551149,0.003132681,7.861036615,2.800962368,4.08E-05,fear
343,27.43574083,0.002712963,43.90411973,12.22125441,11.44776344,4.061690345,0.926718768,fear
344,9.620676935,0.003096106,5.64737618,0.054657646,84.34054255,0.017243791,0.316404342,sad
345,12.74704711,0.019023953,27.28364034,1.089307451,4.938175824,2.089542834,51.83326315,neutral
346,10.471475,0.001152423,41.44143411,0.234754817,11.04167319,35.36035331,1.449161296,fear
347,0,0,0,0,0,0,0,not found
348,1.676698774,0.00015355,2.944957465,0.000474154,95.05131245,0.211799517,0.114606915,sad
349,31.97401655,0.002103011,65.0668183,0.296375453,0.783965783,1.585187299,0.291532738,fear
350,13.83731448,0.000711032,17.34718933,0.450860782,61.1438132,4.98535104,2.234758756,sad
351,1.067615487,0.000162279,3.799483925,0.009704572,94.48240399,0.006456844,0.63417512,sad
352,27.78598666,0.000611426,12.00634241,0.147578563,45.17458975,0.823857542,14.06103075,sad
